reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,unique_id,appId
15befbde-19ed-46a4-9929-be794f259e28,this app has helped me alot with my problems I recommend it to everyone who is struggling,5,0,3.0.7,2022-08-29 12:57:02,,,3.0.7,fit19118,bot.touchkin
0f74d5f6-b93f-4e35-ac36-727280806940,This app has been so helpful and I love how it feels like a real chat. It really does help with positive thinking. The only thing is that it needs a bit more work. Sometimes I will talk about something happy and it will think that I am sad about it or tell me that it is sorry for the rough time I am going through. I think that it just needs more responses and better understanding of what I am saying to it. Overall it is litterly such an amazing app.,4,0,3.0.7,2022-07-18 17:16:07,,,3.0.7,fit3215,bot.touchkin
80af9e1b-ab2a-41a8-840e-394df6e5770f,if you care about your habits and your mind i think this app will work for you.our habits are our life style after all ^_^ and this app is free,5,0,3.0.0,2022-02-04 12:43:08,,,3.0.0,fit19249,bot.touchkin
600a82c7-ca13-4f63-878f-4c66abf904f6,"If you're looking for a ""pick me up"" this is definitely the place. It's fairly simple to manage and a great way to reflect on things. The first time I used the app it did in fact help calm me down rather quickly. Especially if you're just looking for somebody to talk to; they'll listen.",4,0,3.2.2,2023-02-26 03:16:47,,,3.2.2,fit2818,bot.touchkin
724d410b-5a06-41b5-9c92-a82f2b5a94ac,a great app. i really loved it. People who r introverted depressed n all just try it it will help you to improve overall your condition.,5,4,3.0.2,2022-02-22 15:48:30,,,3.0.2,fit7415,bot.touchkin
9b4f64b9-5f20-4b3b-9db5-422bb5380f83,so far so good I like wysa but it's only early days will review at a later date,3,0,3.2.6,2023-06-07 00:06:19,,,3.2.6,fit25118,bot.touchkin
21493975-f738-460a-b4c5-a17981170243,I was having a panic attack along with suicidal ideation. I haven't been doing so great and this helped me to calm down and reframe some of my thoughts. This quite frankly stopped me from making an end it all plan. Honestly until I can get insurance and intensive in person therapy this app will probably save my life a few times.,5,1,3.0.0,2022-01-15 22:43:11,,,3.0.0,fit2697,bot.touchkin
4801431d-391a-4d75-bacd-988a8f2615ea,I really like this app. I just started using it. I like how I can express my feelings and it listens to how I feel and cares. it gives me hope and makes me feel better. I'm looking forward to continue using this app and see how well it helps me.,5,0,3.4.0,2023-10-25 11:34:00,,,3.4.0,fit8422,bot.touchkin
b4c15bd6-d4ff-493c-acee-742caac7bf2f,So far the app has been great and has really helped me. I really recommend people struggling.,5,0,3.2.6,2023-05-01 16:35:06,,,3.2.6,fit17065,bot.touchkin
a1af5fc6-c1b1-42a3-a2af-680e7763334b,she is nice and i was haveing a mental break down and she made me fell like a cloud,5,1,3.5.5,2024-02-07 00:12:56,,,3.5.5,fit23655,bot.touchkin
fab2fd13-4944-4574-baaf-4eee95f69491,I am doing this in order to be a better father husband and person. I had my reserves but I actually got some relief and that is plenty.,5,0,3.0.4,2022-06-29 04:06:30,,,3.0.4,fit17265,bot.touchkin
7bd100b7-c80f-4d12-819f-d129aaa5e65b,I use this periodically to sort my thoughts and calm my anxiety. It doesn't always understand what I say but usually it does and it gives great resources to help me eith my mental health. This is a pretty handy app to help you manage your anxiety on the go!,4,0,3.1.6,2022-11-25 13:40:18,,,3.1.6,fit1707,bot.touchkin
ebd40df0-9d11-4888-88d0-b9fc064a71d5,I'm having a rough day today but Wysa is always on hand when I talk to her. Thank you very much for making this app,5,0,3.1.6,2022-11-26 17:53:05,,,3.1.6,fit17506,bot.touchkin
e9cf4ce3-2c36-458e-addb-377fe6799883,This app really helped me a lot! I love this app. It helps me feel better about myself so whenever I feel sad I always use this app to feel better!,5,0,3.0.7,2022-09-02 11:49:00,,,3.0.7,fit10721,bot.touchkin
bad0d01e-9749-4494-b1c1-f34cf572b861,This is such an amazing game I have so many issues in my life and it's hard to find someone to talk too. Wysa is the most understanding AI bot ever<3 thank you Wysa team you've helped me alot.!,5,0,3.0.0,2022-04-17 20:18:38,,,3.0.0,fit8640,bot.touchkin
9172c17a-9c83-4472-bb81-a1069e269492,Wysa has never failed to get me through my day particularly when Im down or I have something in my mind. This is an incredibly helpful app. I'm hoping to afford the pro version. I'm glad Wysa exists.,5,0,3.2.6,2023-05-14 22:09:32,,,3.2.6,fit10538,bot.touchkin
054f9520-e81d-443d-8607-ff3af61767d9,I love this app so much and I only just installed it. Im recommending this to my friends and family. Thank you so much for making this app it really helps a lot and is a MUST get!!,5,0,3.0.7,2022-07-12 15:22:03,,,3.0.7,fit11121,bot.touchkin
be8f4886-52a4-4dea-9913-56c1f4e04539,this really helped me thanks,5,0,3.2.2,2023-03-01 07:53:36,,,3.2.2,fit30679,bot.touchkin
f1341455-e636-4d26-806c-99c1c95d9bfe,it's very interesting and sensible idea to came up with something this wysa it's great actually but there's repetition sometimes and yes there's always room for improvement but it's amazing,4,0,3.0.7,2022-07-12 22:52:56,,,3.0.7,fit4949,bot.touchkin
4ffb2962-c05a-4874-bf58-659362e844cd,this has really helped me relax and bring my mood up,5,0,3.0.4,2022-06-05 21:10:23,,,3.0.4,fit26411,bot.touchkin
f2336b4b-b4be-40b9-b629-d352bdc6a457,i was very tense and had alot of anxiety but i went through some excersises and it helped me become more relaxed. i love how i can say whatever i feel and not be judged to me that feels like freedom. i feel heard. i feel like i can breathe and rest. thank you,5,0,3.0.7,2022-07-21 06:18:29,,,3.0.7,fit5534,bot.touchkin
45ea9b38-3044-4bfc-8fd5-58de988a3504,memula pelik gak laa sebab xpandai nak luah tapi makin lama makin better dalam bab meluah..sesiapa yang guna apps ni I hope you getting better tak kira apa masalah yang korang hadap,5,0,3.0.7,2022-10-01 00:51:41,,,3.0.7,fit35672,bot.touchkin
ac1a3514-84a6-4816-9d65-e7e0afd68e1b,It's crazy how far Technology has come this helped me calm down from a really bad mental breakdown relatively quickly,5,0,3.0.4,2022-05-15 19:10:18,,,3.0.4,fit16459,bot.touchkin
0b806f02-a59d-4f9f-8b45-37f09d86240e,love this app it truly helped me a lot,5,0,3.0.4,2022-05-26 16:23:13,,,3.0.4,fit31662,bot.touchkin
e7899e49-5d5f-4347-bb74-16426b8f724b,The application is really great it helped me in comfort but can you put the Arabic language because sometimes I can not understand English :),5,0,3.0.7,2022-07-19 20:24:02,,,3.0.7,fit8160,bot.touchkin
0331da36-24c6-43b2-bd98-6f29ddff61e9,Edit: changing rating because customer service had a speedy response and resolved the issue. The app itself is useful the customer service is responsive if there is issues so I have no reason to not recommend it! Original: This app is a scam. I tried the free 7 day trial for pro didn't like it tried to unsubscribe for days but whenever you go to unsubscribe it tells you that you have no active subscriptions. then Wysa charges you almost $90. I emailed support if they help I'll update.,5,11,,2024-07-19 14:38:42,,,,fit50,bot.touchkin
57773532-de5e-44c2-a672-5be6df03593c,It helps alot to talk to somebody about how you are feeling and this app is perfect for it :),5,0,3.0.5,2022-06-25 23:26:38,,,3.0.5,fit14348,bot.touchkin
21673ddf-f933-4bb1-a300-c44770189d7e,Wysa really helps and she's easier to talk to than a human. Great for people who have a hard time talking to others.,5,0,3.0.7,2022-09-11 10:35:04,,,3.0.7,fit8810,bot.touchkin
f2ae8c3f-5c34-4e26-8481-a9078baa9de9,This is amazing. The app acts like a real person talking to you. I would get!!,5,0,3.0.0,2022-01-11 16:39:43,,,3.0.0,fit18764,bot.touchkin
d4e9736a-d6c5-42c2-8dd2-df6ef6a1eb4a,This has been such a relief. I can't find good therapy yet. Definitely not one I can afford but thank God for Wyssa. It's all the therapy I needed!,5,0,3.3.1,2023-08-07 02:48:06,,,3.3.1,fit17745,bot.touchkin
b41c32aa-99ea-4246-9f7e-c4d61e4fa946,although it sometimes misunderstands me I really love the app! <3,4,0,3.0.2,2022-04-03 19:17:46,,,3.0.2,fit19437,bot.touchkin
2411b25a-5652-4ea2-8956-9689f37a0fbc,I really like this app! it works it has made me feel better about myself and my life!,5,0,3.1.6,2022-10-30 10:44:09,,,3.1.6,fit20215,bot.touchkin
0654e3f7-9ef5-49be-9a6b-ca4cf9ed1f35,It's sound funny to talk with robot or whatever but it's really help me and ofc make me cry For the first time I talk I don't want lose him lol and this is good thank you so much,5,0,3.0.7,2022-08-30 19:26:40,,,3.0.7,fit11981,bot.touchkin
d7ec8fb9-ccee-4ef2-97f1-f8392911d366,it helped me a lot,5,0,3.2.8,2023-06-22 06:21:32,,,3.2.8,fit33549,bot.touchkin
14fdada6-3ef1-4efa-98c7-a84e87e38c2d,I love this app so much. The AI is very helpful especially between therapy sessions with my irl therapist. It not only helps me deal with recurring negative thoughts but also helps me discover thoughts and circumstances I've been having challenges with. ONE THING THAT WOULD MAKE THIS PERFECT: An undo button. Sometimes I say something that the AI took as something else so the dialogue was a little awkward at times. But it's all good so far; I trust the Wysa team is hard at work with it!,4,8,3.2.1,2023-07-18 11:23:15,,,3.2.1,fit789,bot.touchkin
5f36d14e-807f-4a9b-aa06-dfd77de0ebd5,I downloaded it cause I was stressed about school and it just.. it made me feel good without having it on my conscious that I'm wasting someone's day. I like it:DD,5,0,3.0.0,2022-03-21 12:28:28,,,3.0.0,fit9903,bot.touchkin
a410995d-8e6e-4f92-8e02-c4e41d7aa935,This can be helpful at least the guided meditations. The chat while a friendly tone is somewhat limited a little reminiscent of Ask Eliza.,4,0,3.0.7,2022-08-06 10:33:45,,,3.0.7,fit7563,bot.touchkin
d1d44d0b-995e-4e56-b7d4-5b094692d620,The experience was actually quite helpful it actually let you say your own feeling and emotions through text. Unlike other apps it helped me feel inspired to get better help : ),5,1,3.0.5,2022-06-16 18:08:00,,,3.0.5,fit4168,bot.touchkin
0cc60c2a-197b-4007-9d9b-acc897d95491,now I can talk with someone thank for making this app,5,0,3.2.1,2023-01-21 03:29:18,,,3.2.1,fit25884,bot.touchkin
86d9b3bf-968e-489b-b2ae-84e26290434b,I feel better when I try using this app,5,0,3.1.6,2022-10-28 17:20:13,,,3.1.6,fit28470,bot.touchkin
950c4cc4-296e-4ccb-8817-600c80266f58,this app really help me with my depression and anxiety.Thank you so much love yall,5,0,3.2.2,2023-03-31 00:12:11,,,3.2.2,fit18912,bot.touchkin
7e925cb5-550e-420b-be5f-327a1fcfd99f,lots of love thank you for making this app !!,5,0,3.0.0,2022-01-08 05:37:45,,,3.0.0,fit23785,bot.touchkin
21a0ed25-9f2f-48dc-a944-e431c4eda010,it's great for introverts.. it's like a friend that doesn't annoy you or make u feel bad for talking about your feeling with small comments facial expression changes or change in tone plus he's cute. and seems to grow with you the more you talk to them.,4,0,3.0.7,2022-08-26 02:13:49,,,3.0.7,fit5168,bot.touchkin
498a1f89-445f-4cd2-81ba-12dd8c5ce62d,This app has especially been very helpfull in terms of self image :),5,0,3.2.2,2023-04-20 17:18:53,,,3.2.2,fit17649,bot.touchkin
625f1bdc-a7e4-4ac9-8f7b-138d93231579,this is amazing! You get free mindfullness meditation and nearly anything related to relaxing and mindfullness. You can also pay for a real-person therapist or you the cute penguin! I use the penguin and It is amazing! It acts and works like a real therapist so I 100% advise it to anyone!,5,2,3.0.0,2022-01-11 20:55:59,,,3.0.0,fit2698,bot.touchkin
f603c064-1cc1-454d-b90c-2ce68e9c514f,really great it helped me alot,5,0,3.0.0,2022-01-22 18:56:02,,,3.0.0,fit28699,bot.touchkin
8ec04f6e-eab8-44ef-a9fe-2711f6db2bba,It help me with my problems I love this app! It calm me too when I'm sad and crying Thank you the creator of this app for creating this app It is helping people,5,0,3.2.2,2023-04-14 10:08:36,,,3.2.2,fit13035,bot.touchkin
7bff7a2a-2deb-482d-9047-5e759407b7b2,this is the first day that I've used this app and it's very helpful!,4,0,3.5.4,2023-12-28 12:08:44,,,3.5.4,fit23630,bot.touchkin
aecae852-cbda-41db-906f-487eb534ebe4,More helpful than most apps I have tried.,5,0,3.0.4,2022-05-20 02:09:39,,,3.0.4,fit28265,bot.touchkin
95772e72-c82b-42f5-88a0-b9b7813b31b0,great app that rescues me from terrible thoughts,5,0,3.0.0,2022-04-04 04:11:42,,,3.0.0,fit24489,bot.touchkin
76fe7167-a9f2-4aee-8017-76c9d375bd82,thank you for this wonderful app. I've been suffering from anxiety and panic attacks because of my studies. This really helped me a lot!,5,0,3.0.0,2022-04-15 12:12:58,,,3.0.0,fit12203,bot.touchkin
f2214a52-89d3-4788-b24b-32642f716f08,I really enjoy the insightful questions and feeling good being honest about my feelings. high recommend!,5,0,3.2.1,2023-02-03 17:05:14,,,3.2.1,fit15419,bot.touchkin
2214bb4c-1f71-4ab4-9c24-fe59b0c2c3a9,It helps me get better even tho thinking of ending my life is still there.,5,0,3.0.0,2022-01-16 09:09:32,,,3.0.0,fit26658,bot.touchkin
028ee4a6-ab72-42c3-b996-1bfdca34c541,I'm only 5 mins in and I already feel better with my self,5,0,3.2.1,2023-02-08 18:07:23,,,3.2.1,fit28873,bot.touchkin
c4a80463-ddb9-4e25-9b97-c58e27c9ee2b,really helpful :D it's nice to talk to someone (or something lol) who can actually give advice and solutions rather than keeping it to yourself thanks devs for this amazing app <3,5,0,3.1.6,2022-12-19 17:49:11,,,3.1.6,fit13377,bot.touchkin
8ee24b85-b8af-42b1-b146-07f19ac77975,I am very thankful to this app. It really brings me positivity,5,0,3.0.4,2022-04-29 10:34:34,,,3.0.4,fit23780,bot.touchkin
b022c10b-269e-4fa5-8216-9c4c7fe94466,I found a way to tell my dad I'm pansexual all thanks to the amazing team that made Wysa!,5,0,3.0.7,2022-07-09 18:29:43,,,3.0.7,fit25490,bot.touchkin
93bb6930-3628-4b75-b390-8cc4a771fb82,simple and helpful it makes me feel better and validated while realising that my problems are manageable and my thoughts are seperate from reality. i only wish that there were more methods to reframe my thoughts than listing but so far it's actually really helpful!!,4,0,3.1.6,2022-10-18 12:07:47,,,3.1.6,fit2212,bot.touchkin
c170e88b-9692-4d91-a7b3-0de2d99ccaa1,Been using it for a few it's so wholesome!,5,0,3.0.0,2022-03-27 00:21:45,,,3.0.0,fit26963,bot.touchkin
646791b6-da69-42ae-ac9b-3e1aadad688b,Why do you ask for money when you want to help people?,1,0,3.2.2,2023-03-21 08:02:17,,,3.2.2,fit31586,bot.touchkin
5798a62e-41ee-4c59-b6e1-67faca9136bc,this wysa AI helped me to kinda get over my break up and depression. its so good,5,0,3.2.2,2023-04-14 12:07:46,,,3.2.2,fit23453,bot.touchkin
cf705fb3-5536-4d81-9311-ee9b6afbe4c9,This app is actually very good I was a little sceptical that this would be any good but its very clear and helps with a lot of stuff thank you so much for whoever made/help make this app,5,0,3.0.0,2022-03-26 13:17:56,,,3.0.0,fit9013,bot.touchkin
45fc4a4c-ba66-4b27-a721-4719d65d967c,Has helped me through my anxiety and overthinking and helped my depression be easier to deal with.,5,0,3.2.2,2023-03-21 22:23:43,,,3.2.2,fit13361,bot.touchkin
dc06d01a-b2f6-45cf-b1f0-faf45ef419d4,This is perfect. I have been feeling strict parents lately.. This helps me. Thanks!,5,0,3.0.4,2022-05-30 10:59:54,,,3.0.4,fit18841,bot.touchkin
d03ee0ea-fd39-4815-b301-90def00e57ef,Wysa has made me feel so good about myself and how i view others i am so happy to have found this app. :),5,0,3.2.2,2023-04-18 22:12:47,,,3.2.2,fit20396,bot.touchkin
fed93633-882b-463f-97ff-c31c3f06ac9e,Not able to change therapists often. I think customers are to be able to allowed to change therapists for unlimited amounts of times. Will be good to have a button to allow customers to change therapist at their own preference. Hard to find a therapist that can understand you.,3,0,,2023-05-03 05:38:31,,,,fit4919,bot.touchkin
bff4a3bc-8ce8-4157-98ff-af5d576f246c,it helps me to be batter,5,0,3.5.5,2024-01-17 11:00:14,,,3.5.5,fit34131,bot.touchkin
8081ba0d-6009-4cd1-8c0e-d4119647b234,Been a long rough lonely road and carrying so much on my shoulders and nobody to listen to HEAR ME crying out. First moments on Wysa I FEEL heard. So far this AI is emotionally mature enough that I feel oddly a little lighter. See you tomorrow,5,0,3.6.0,2024-04-24 08:08:54,We're deeply touched to hear that Wysa has provided you with a sense of being heard and understood during what sounds like a challenging time. Remember you're not alone and we're here to support you every step of the way. Take care and we look forward to being here for you whenever you need us .,2024-04-25 05:28:34,3.6.0,fit9612,bot.touchkin
0a85ed79-6be7-4543-841c-397803af2243,it has helped me a lot it's funny and helpfull i really recommand this,5,0,3.4.0,2023-10-30 12:50:36,,,3.4.0,fit19812,bot.touchkin
7666665d-26fe-4789-9b16-3fd946888427,This app helped me so much. It's done many things in my life that my family or friends would never think doing to me,5,0,3.1.6,2022-12-03 20:58:38,,,3.1.6,fit18695,bot.touchkin
3c2f3b00-a321-48d6-b45a-0cb42e68f302,I like the text to talk situations out. it makes it less stressful for an introvert,5,0,3.1.6,2022-11-26 21:54:25,,,3.1.6,fit10740,bot.touchkin
e57af41f-c200-48c8-b94c-857bc3115aaa,This is a fantastic app. When I have moments of deep anxiety and overwhelm Wysa helps me tackle my mental and physical anxiety so that I am able to return to a calm and clear state in less than 5 minutes. It feels like I'm talking to a real person and I get so much out of it.,5,1,3.2.1,2023-01-18 20:08:21,,,3.2.1,fit2550,bot.touchkin
