reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,unique_id,appId
55c1c5ba-49e7-4041-9edc-f905ae26fd46,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I downloaded the app in the first place because it wasn't working in the browser. After downloading the app I thought I would be able to play it but the login isn't working. When I click login it's just a blank screen just like on the browser. It's been a bug for years now but I don't think anyone's willing to change it. I know the teams small but keep up the good work! It's super fun when it actually works besides all the bugs and censorship.,3,11,1.1.108,2022-01-15 06:12:20,,,1.1.108,gam1206,com.aidungeon
8884775a-e949-479b-8f1f-dfad9761732e,Turtlewalking Roo,https://play-lh.googleusercontent.com/a-/ALV-UjWlB2NeTffiTm-y3QhYfv_iQBKgdESVu6ZH9ct7xhmPOolV0zDT,Still learning my way around the game pretty darned great so far. Well I ended up on about a two-hour chat with the AI chatbot feature. That was insane at times I could have sworn I was talking to a real person AI has advanced so much. Wow just wow,5,0,2.4.1,2023-02-11 22:57:02,Hey! We are very glad that you liked the game! In fact AI chatbots are still in an active stage of development and we still have a lot of ideas and plans to improve them. We'll keep you posted!,2023-02-13 16:38:11,2.4.1,gam160,com.feynmanapps.aitales
3452566e-d7b7-4c1c-91ca-8f32e4c63920,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Works great and is fun to play.,5,2,1.1.155,2022-08-10 13:53:02,Thank you for the epic review We're happy you're enjoying your time in AI Dungeon! :D,2022-08-16 14:37:00,1.1.155,gam19217,com.aidungeon
c67a567d-22bd-4d03-a6b9-1de23b4b377c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Now everything i type wont even triggered the AI. Im stuck at the same text screen. Lol the AI broke down so quickly,1,3,1.1.145,2022-06-18 03:10:48,Hi Hassan thanks for letting us know! Sounds like you were running into a bug of sorts. If that's still the case then it's possible other users have already reported this issue at http://bugs.aidungeon.io/ your help in logging this and other issues is appreciated!,2022-06-24 18:04:59,1.1.145,gam12653,com.aidungeon
4cbe6e11-f7c4-4bb8-beb6-f837a047940a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,really could be better used to love playing this but like many will say you messed up putting the action system in this. theres other ways to put ads in the game without having a action system,2,1,1.1.151,2022-08-01 06:31:15,Free play is now an unlimited experience! Ads no longer interrupt gameplay; all players have unlimited actions when using Griffin (our base AI model). Learn more at https://aidungeon.io/unchained. We will continue to improve our model and overall game experience. Stay tuned for more exciting updates :),2023-01-12 17:41:50,1.1.151,gam7374,com.aidungeon
4668803a-105e-41e8-9642-ea831436aecc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this an awesome app you can buld any adventure any way you want great idea but i think the web app interface a little clunky,4,0,1.1.177,2023-03-02 23:32:05,Thank you for your review and support! We appreciate your feedback. If you have any additional details or screenshots to share about things feeling clunky please send them to support@aidungeon.io.,2023-03-04 21:57:51,1.1.177,gam11024,com.aidungeon
76f1da11-0c94-4bee-9e4c-42c019708fd4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It won't even let me into the app it just says ""downloading package"" and I can't do anything and I just have to sit there. If you exit the app the entire thing resets so you can't just let it download on it's own and play something on your phone overall it sucks. Would not recommend",1,0,,2022-03-25 16:29:11,,,,gam5181,com.aidungeon
ee2bee97-6630-4087-a7af-9781dcd23593,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Once again great for porn. It's been a journey AI Dungeon. But we've come full circle an ultimatum. The filter works well and I no longer run into it when playing. I also can switch between writing the greatest sexual fantasy of my dreams and an intense narrative on a whim. Once again I have been given a hammer and an anvil to forge what my mind's eye desires. I can foster my writing hobby by day and be horny by night. Awesome.,5,31,1.1.130,2022-03-21 23:38:39,,,1.1.130,gam4260,com.aidungeon
f01770dd-16ca-4b25-89d3-61aedb8407b7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good game sucks that some stuff there require irl cash or in-game crystals Edit: Game is fixed now thx devs,4,2,1.1.161,2022-08-17 00:43:43,Hey there Keith! The recent Google Play App issue has been fixed and the Android app should now be working for all players. If youre still having trouble after this update please let us know. Thanks for your patience as we resolved this issue!,2022-08-16 14:47:03,1.1.161,gam13851,com.aidungeon
76aa1a0f-7973-45d9-ba10-ba703cd8b326,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app used to be so fun and so amazing. It's still much better than all of the other AI apps on the playstore but the revisions are ridiculous. Scales have become useless and turns now cost your time or money to earn. And the ai isn't that great at the lower levels that free users get so you end up using all your rerolls just on a single line. When i did buy premium it was worth it but I lost interest. When I came back though AI Dungeon was not worth buying premium again.,2,10,1.1.148,2022-07-28 15:06:37,Free play is now an unlimited experience! Ads no longer interrupt gameplay; all players have unlimited actions when using Griffin (our base AI model). Learn more at https://aidungeon.io/unchained. We will continue to improve our model and overall game experience. Stay tuned for more exciting updates :),2023-01-18 11:27:18,1.1.148,gam866,com.aidungeon
16ded798-f12d-4341-bde3-8d3359abefa1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I can't even install the damn thing now,1,0,1.1.119,2022-08-07 14:29:57,,,1.1.119,gam22166,com.aidungeon
278a8b8e-71a3-49ad-bee7-20e5a9ade549,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Can I get a rough estimate to when I will be able to use Griffin without expending 140 whatever-you-use per action?,1,0,1.1.153,2022-08-08 23:45:33,Free play is now an unlimited experience! Ads no longer interrupt gameplay; all players have unlimited actions when using Griffin (our base AI model). Learn more at https://aidungeon.io/unchained. We will continue to improve our model and overall game experience. Stay tuned for more exciting updates :),2023-01-12 18:22:20,1.1.153,gam21570,com.aidungeon
031094c4-6f02-4c2d-97a6-753d63ca5639,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,not bad the story telling is pretty good for ai,3,0,1.1.178,2023-05-04 12:10:33,,,1.1.178,gam18707,com.aidungeon
92167cc5-767e-444c-8b2d-3949c9a669a8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,energy system's gone. Replaced by so many ads.,1,18,,2022-06-18 13:14:38,We've made some recent changes and improvements to AI Dungeon including our free-play experience. Actions are now unlimited for all players using our Griffin AI model :) Also other performance improvements were made. Learn more here: https://aidungeon.io/unchained.,2023-01-18 16:10:51,,gam14431,com.aidungeon
ff16ce1f-819c-4a11-a152-c4e513b1e5e5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,You'd have higher chance of winning the lottery than accessing the server.,2,3,1.1.119,2022-01-25 01:22:34,,,1.1.119,gam18419,com.aidungeon
b3cc64b3-4afc-46e1-a3ad-d2f0cbe9f621,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Horrible but used to be good,1,0,1.1.52,2022-06-05 15:20:34,,,1.1.52,gam22756,com.aidungeon
a34915f4-a3c2-43ac-8a58-b825b79e7034,Rubysama Chisuru,https://play-lh.googleusercontent.com/a-/ALV-UjXvmaHaR0j4y_4VVeH-zrrt7hL5BxGuj4D_W-jDt4RuqMCw4kJIgw,It's only my first story and I'm so into it. I LOVE how you can just type what would you want to do instead of choosing choices. OMG this gonna stay in my games! ; Edit: The game still has inconsistencies but can be avoided by writing your choice shortly. Overall it was enjoyable but not like the first time I fell in love with it.,4,1,2.4.5,2023-04-05 20:53:36,And this is just the beginning we are on the verge of great and amazing discoveries stay tuned! And thank you for your review!,2023-01-27 04:17:51,2.4.5,gam56,com.feynmanapps.aitales
8d0e7de7-2e9c-4a25-922a-21a5a9b20536,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very early review but very indepth and detailed. Really has it's clams on me deep.,4,0,1.2.66,2024-07-23 16:06:02,,,1.2.66,gam5829,com.aidungeon
af34ab13-3e2e-4bdb-856f-4f64d30475ce,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Five minutes ago I was the most powerful necromancer in the world and five minutes later I was a cashier at the grocery store.,3,1,,2022-03-12 17:27:52,,,,gam17917,com.aidungeon
dbfd00e2-b5e4-4027-82bd-ec8425f09c9d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I played it I loved it but now it wont let le play the play icon is gone and iv reinstalled it but I still cant play it anymore.,3,0,1.1.153,2022-08-10 03:10:56,Hey there! We had an issue with the Google Play App which has now been fixed and the Android app should now be working for all players. If youre still having trouble after this update please let us know. Thanks for your patience as we resolved this issue!,2022-08-10 17:50:24,1.1.153,gam12153,com.aidungeon
89b79496-3007-443b-aeb3-611395acb705,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,great just add an ai that make image to,5,0,1.2.49,2024-04-10 01:35:58,,,1.2.49,gam25677,com.aidungeon
9fc0897b-4d6a-4f01-81fe-fdd011710bd4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app has been screwing me over constantly. I just lost my account so all my stories are gone. I'm so sick of this app screwing me over. I'm so done.,1,3,1.2.72,2024-09-24 11:41:42,We're sorry to hear that and want to help! Please contact us at support@aidungeon.com.,2024-10-04 19:20:54,1.2.72,gam1971,com.aidungeon
32ce99c6-b36a-4759-ba90-f54102667097,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It was good until you have to watch an annoying ad every 5 turns without spending money. Otherwise however it runs good functions somewhat decently if you can pay for the ads to stop would recommend.,2,1,1.1.147,2022-07-08 18:05:39,We want all of our players to have a fantastic experience with our game. This is why we've been working so hard to find ways to reduce AI costs and can now offer all players gameplay uninterrupted by ads. Hope you enjoy the update and unlimited actions :) Let us know if you have any feedback at https://feedback.latitude.io/.,2023-01-14 14:26:36,1.1.147,gam4731,com.aidungeon
bc348e43-562d-45be-b0e4-60e6a2ceaf37,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's a good app and I like the way the AI helps with story but my biggest issue is when it repeats itself when responding making it hard to keep the story going further as you end up pressing undo alot. But other than that it's pretty cool. Edit: It's 2stars now because every update slows down the servers and breaks them making it freeze. Get it together people! Okay seriously get rid of the ads. Also can you please give the energy bar back?,2,27,1.1.145,2022-06-20 03:44:58,We want all of our players to have a fantastic experience with our game. This is why we've been working so hard to find ways to reduce AI costs and can now offer all players gameplay uninterrupted by ads. Hope you enjoy the update and unlimited actions :) Let us know if you have any feedback at https://feedback.latitude.io/.,2023-01-18 15:59:36,1.1.145,gam1126,com.aidungeon
bb15a069-7ba3-4532-a7d3-b8ac2add7169,Elian Estrada,https://play-lh.googleusercontent.com/a-/ALV-UjVYPFDYVUgVAvPk1DwdrS9dkzpBosWQuvxCWmKEhk5vmUjconw,Wow! It has improved massively since the mast time I posted a review. Everything from the visuals to the AI which has become much better. Unfortunately after the last update I'm encountering many crashes while I play or chat with the characters which is a bummer since the game is very enjoyable. I hope it can be fixed soon. Keep up the good work as always!,5,18,2.6.0,2023-09-29 00:07:56,Elian thanks! Update2: Hey Elian! We would be very grateful if you could write here or email us ( hey@aitales.app ) a little more details what kind of crashes you have and at what moments. It will help us a lot to fix them!,2023-09-29 03:13:35,2.6.0,gam42,com.feynmanapps.aitales
6b990190-fc0b-442c-8953-27fc708c96bf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The game with steam perks is recommended but the game frequently crashes and causes it to run slower.,3,18,1.1.178,2023-06-23 04:02:01,We're happy to look into this and resolve any issues! Please reach out to us at support@aidungeon.io.,2023-06-28 22:07:37,1.1.178,gam11633,com.aidungeon
d24387bb-8e62-4f74-b811-07aa96fab088,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very cool concept but the infancy of ai to a dm is significantly apparent. Especially notable is the AI simply shutting down after so many interactions in any/every session without saving any of it.,3,0,1.2.72,2024-09-26 01:01:34,,,1.2.72,gam1864,com.aidungeon
f02d52dc-4701-48a8-b73a-c8a7b4f5a4ce,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Had fun with the first adventure but couldn't even enter other stories. It's just stuck on loading screen and doesn't enter! It's so annoying!,2,0,1.2.69,2024-09-07 16:21:19,,,1.2.69,gam1903,com.aidungeon
28171881-7e29-4b89-8b42-7cadc514c886,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I've been using the app for around two years now and it has definitely improved in many ways. The AI still has some trouble keeping context but that's easily fixed with tweaking memory and author's notes. All in all I love the new models they added and the freedom that came with them.,4,2,1.2.47,2024-02-24 17:28:00,,,1.2.47,gam1325,com.aidungeon
44ee250b-6770-46dc-b2b4-d98147545371,Bear Wandering (Bear),https://play-lh.googleusercontent.com/a-/ALV-UjXF6NgRjvcJKBVQn4iqmMKgu6t_Y8OAotu462mQTjk1rUiB_ZmE,Pretty poor as the first combat encounter locked my system up. The game music continued to play in the background but no input prompt was visible so no way to take action and no way to proceed.,1,2,1.3.3,2024-03-12 17:47:19,Sorry to hear about the bug during your first combat encounter. Please email us at gm@aigamemaster.app so we can investigate and resolve this. UPDATE: there's indeed a new issue we're looking into. In the meantime please write us for some bonus tokens for your less-than-perfect experience,2024-03-15 06:27:34,1.3.3,gam29738,com.aisuccess.ai_game_master
f1767ffb-c007-4c1f-b6f2-45445f9b6926,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,You should make premium free and you should add more stuff like 'category' Magic evil and possibly let you have be anything an elf a zombie a scp member a small child to grow up and make it offline ect other then that I love this game,3,1,1.1.52,2022-01-13 20:55:19,,,1.1.52,gam14156,com.aidungeon
14cf8968-956e-49f5-b38a-7401b46bec16,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The original idea of the app/game was fun however the uniqueness it had back in the early stages completely dissappeared in my opinion behind paywalls and limitations. 3/5 stars because the idea still is amazing and the AI in general is pretty good most of the times just too many limitations for me to still enjoy playing it.,3,0,,2023-01-22 19:36:15,Thanks for your review Nate. We've found ways to reduce our AI cost to offer all players gameplay uninterrupted by ads with unlimited actions! Premium upgrades are available that remain cost-prohibitive to offer for free. We would love to discuss any questions or concerns and improve your experience; please reach out to us at support@aidungeon.io.,2023-01-23 19:38:08,,gam2696,com.aidungeon
b272868a-a6b4-420d-9387-1e1e5c40c7f5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Got my account back! I see that the UI got updated and it's looking good so far.,4,2,1.1.166,2022-08-28 07:47:36,Glad to hear that it's working again for you! Thanks for letting us know!,2022-08-28 13:06:48,1.1.166,gam13537,com.aidungeon
f7de4952-9edd-4f7b-a127-6723737ae7b8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Horrible app for f2p players like myself. Only recommended if you have money for the premium.,1,0,1.1.178,2023-06-20 20:07:56,While our premium features and models are cost-prohibitive to offer for free we are working on a new Griffin model. Our goal is to provide the best experience we can for all of our players :),2023-06-28 23:41:22,1.1.178,gam14185,com.aidungeon
0e11cb18-06df-4b8a-8c3a-0d2e8ab47101,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,You can design your own ai games for free the or you can play in the ai game that was designed by other players and making a game of your own is also really easy and simple you can publish your game for others to play(i never published my games so i am not sure how it works) also you can add different features to your game i really reccommend this game,5,0,1.2.72,2024-09-29 14:06:21,,,1.2.72,gam1905,com.aidungeon
6f1b51f2-d4ae-4b59-8a68-96fb53a25286,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This. is getting better again. Not back to where it was but.. getting there. Congrats Latitude you have my attention for a few more months again.,3,7,1.1.118,2022-01-19 11:07:44,,,1.1.118,gam10068,com.aidungeon
b6f7c90d-71d9-4978-a3df-52b7dcec31fc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Compared to 2021 became significantly better I'm glad,5,0,1.1.178,2023-05-07 08:26:42,,,1.1.178,gam18111,com.aidungeon
29de6998-68c8-4ee2-a566-05aa9cbbb02a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Personally 2 stars is generous I played this game alot and only uninstall it to try different games. Sadly thought when I rrdowloqded it the action thing was new and its made it really chappy I mean yea good app but instead of having actions have them appear for things like deaths and scales because it just ruins the experience This is after the top part but also when you click on add and watch it for your free actions they don't load I'm trying not to swear in this so fix or go back to old AiD,2,0,,2022-07-06 03:35:29,We want all of our players to have a fantastic experience with our game. This is why we've been working so hard to find ways to reduce AI costs and can now offer all players gameplay uninterrupted by ads. Hope you enjoy the update and unlimited actions :) Let us know if you have any feedback at https://feedback.latitude.io/.,2023-01-18 10:44:45,,gam3356,com.aidungeon
30fc8712-c111-44f7-a7de-4533b01f7754,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Can't continue from regular stories at the moment it just closes out the story at 90% loaded.,4,27,1.2.49,2024-05-15 00:25:13,,,1.2.49,gam10517,com.aidungeon
954adb7c-ed96-4a2f-a590-abaeee9ee12f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Compared to what it was several years ago it's not very good anymore. Responses don't make sense and it constantly repeats the same words or phrases. The creativity it gone and each story feels and sounds the same.,1,7,1.2.49,2024-05-14 08:23:17,,,1.2.49,gam3130,com.aidungeon
